Species,Family,other_names,repro_all,Arboreal,Insular,elev,temp,prec,mountain,topo.complex,female.svl,rates,AndesRegion,AndesMount,herbivory
Liolaemus_cuyanus,Liolaemidae,,Oviparous,no,no,896,16.6,176,yes,1.002212048,78.5,0.200620987,1,yes,no
Liolaemus_cuyumhue,Liolaemidae,,Oviparous,no,no,255,14.95,148.5,no,1.187610626,55.3,0.274833819,0,no,no
Liolaemus_cyanogaster,Liolaemidae,,Viviparous,no,no,125.5,11.2,1885.5,no,5.778816223,59.8,0.254256538,1,no,no
Liolaemus_darwinii,Liolaemidae,,Oviparous,no,no,601,14.8,227,yes,1.435226917,55.3,0.62701091,1,yes,no
Liolaemus_dicktracyi,Liolaemidae,,Viviparous,no,no,2816,10.05,202.5,yes,20.68963337,,0.372864296,1,yes,no
Liolaemus_donosobarrosi,Liolaemidae,,Oviparous,no,no,1048,12.05,180,yes,1.403840542,,0.401158865,1,yes,no
Liolaemus_dorbignyi,Liolaemidae,,Viviparous,no,no,3209,10.3,126,yes,6.180075645,72.9,0.232822532,1,no,no
Liolaemus_eleodori,Liolaemidae,,Viviparous,,no,3413,4.65,115,yes,9.92917347,62.4,0.465446385,1,yes,no
Liolaemus_elongatus,Liolaemidae,,Viviparous,no,no,1190,8.3,541,yes,7.427116394,75.8,0.267381925,1,yes,no
Liolaemus_escarchadosi,Liolaemidae,,Viviparous,no,no,374.5,6.9,174,no,1.858862698,79.6,0.661867956,0,no,no
Liolaemus_espinozai,Liolaemidae,,Oviparous,no,no,2469,13.6,204,yes,2.690243721,56.5,0.330352773,1,no,no
Liolaemus_fabiani,Liolaemidae,,Viviparous,no,no,2323.5,13.9,45,yes,0.591688216,68.5,0.35949203,1,yes,no
Liolaemus_famatinae,Liolaemidae,,Viviparous,no,no,3374.5,7.75,207,yes,38.37799454,48.9,0.31934888,1,yes,no
Liolaemus_fitzingerii,Liolaemidae,,Oviparous,no,no,302,10.8,194,no,1.611562729,84.4,0.455688291,1,no,no
Liolaemus_fuscus,Liolaemidae,,Oviparous,no,no,761.5,13.65,408,yes,18.18415356,43,0.141308129,1,yes,no
Liolaemus_gallardoi,Liolaemidae,,Viviparous,no,no,790.5,7.85,177,yes,5.892847657,80.5,0.533573677,1,yes,no
Liolaemus_goetschi,Liolaemidae,,Oviparous,no,no,407,13.65,201.5,no,1.864002407,68.7,0.748553177,1,no,no
Liolaemus_gracilis,Liolaemidae,,Oviparous,no,no,650,13.75,242,yes,1.27874732,50.3,0.39817447,1,yes,no
Liolaemus_gravenhorstii,Liolaemidae,,Viviparous,no,no,621,13.25,535,yes,12.89549494,57.1,0.413265588,1,yes,no
Liolaemus_grosseorum,Liolaemidae,,Oviparous,no,no,682,14,248,yes,1.171554804,49.4,0.368193053,1,yes,no
Liolaemus_gununakuna,Liolaemidae,,Viviparous,no,no,722.5,11.8,173.5,yes,3.431311488,85,0.208162095,0,no,no
Liolaemus_hatcheri,Liolaemidae,,Viviparous,no,no,915,5.4,222,yes,1.669444084,57.1,0.13058752,1,yes,yes
Liolaemus_heliodermis,Liolaemidae,,Viviparous,no,no,,,,,,76.1,0.303560593,1,,no
Liolaemus_hermannunezi,Liolaemidae,,Oviparous,no,no,,,,,,,0.289125638,1,,no
Liolaemus_huacahuasicus,Liolaemidae,,Viviparous,no,no,79,19.6,851,no,0.113207497,61.6,0.200854265,1,no,yes
Liolaemus_inacayali,Liolaemidae,,,no,no,916,9.6,205,yes,3.04097724,,0.378725796,1,yes,no
Liolaemus_incaicus,Liolaemidae,,,,no,3167,12.1,598,yes,27.86248779,52.8,0.255335917,1,no,
Liolaemus_irregularis,Liolaemidae,,Viviparous,no,no,3427.5,9.15,139,yes,3.742461205,72.2,0.577954061,1,yes,no
Liolaemus_isabelae,Liolaemidae,,Viviparous,no,no,,,,,,69.5,0.34120992,1,,no
Liolaemus_jamesi,Liolaemidae,,Viviparous,no,no,4129,4.2,73,yes,12.05268764,87.5,0.370449222,1,yes,yes
Liolaemus_josei,Liolaemidae,,,,no,1615.5,10.45,342.5,yes,3.864466429,,0.367600529,1,yes,
Liolaemus_kingii,Liolaemidae,,Viviparous,no,no,453,9.2,212,no,2.80203104,80.5,0.229620253,1,no,no
Liolaemus_kolengh,Liolaemidae,,Viviparous,no,no,1372,3.4,294,yes,5.864638567,62.4,0.303327679,1,yes,no
Liolaemus_koslowskyi,Liolaemidae,,Oviparous,no,no,1546,16.2,159,yes,2.052116394,59.8,0.208011253,1,yes,no
Liolaemus_kriegi,Liolaemidae,,Viviparous,no,no,1220,7.9,583,yes,4.833055496,99.8,0.339007912,1,yes,no
Liolaemus_laurenti,Liolaemidae,,Oviparous,no,no,1113,15.6,243.5,yes,1.377020299,52.1,0.625430245,1,yes,no
Liolaemus_lavillai,Liolaemidae,,Viviparous,no,no,3268,9.7,145,yes,7.386502743,57.2,0.285146806,1,yes,no
Liolaemus_lemniscatus,Liolaemidae,,Oviparous,no,no,740,13,583,yes,13.32058573,46.2,0.12523927,1,yes,no
Liolaemus_lentus,Liolaemidae,,,no,no,670,15.25,166.5,yes,0.729327112,67.9,0.383993966,1,yes,
Liolaemus_leopardinus,Liolaemidae,,Viviparous,no,no,2651,6.2,480.5,yes,38.42960548,87.3,0.460920071,1,yes,no
Liolaemus_lineomaculatus,Liolaemidae,,Viviparous,no,no,1562,5.4,757,yes,14.73509312,55.5,0.246907385,1,yes,yes
Liolaemus_loboi,Liolaemidae,,,no,no,867.5,8.3,703,yes,2.11027807,,0.49993384,1,yes,no
Liolaemus_lutzae,Liolaemidae,,Oviparous,no,no,12,23,1104.5,no,1.712837458,60.8,0.191915917,0,no,yes
Liolaemus_magellanicus,Liolaemidae,,Viviparous,no,no,160.5,6.3,255.5,no,1.034421325,59.1,0.113076829,1,no,no
Liolaemus_mapuche,Liolaemidae,,,no,no,663,12.4,156,yes,2.486555099,,0.395298479,1,yes,no
Liolaemus_martorii,Liolaemidae,,Oviparous,,no,19,15.3,245,no,1.911639273,,0.577512652,1,no,no
Liolaemus_melanops,Liolaemidae,,Oviparous,no,no,180,13.2,195,no,1.888113439,70.3,0.589108588,1,no,no
Liolaemus_molinai,Liolaemidae,,,no,no,,,,,,,0.257497259,1,,yes
Liolaemus_monticola,Liolaemidae,,Oviparous,no,no,1118.5,12,511.5,yes,20.93451405,66,0.171703219,1,yes,no
Liolaemus_morandae,Liolaemidae,,Viviparous,no,no,,,,,,57,0.360856156,1,,
Liolaemus_morenoi,Liolaemidae,,Oviparous,no,no,957,12.2,267,yes,7.823344707,77.8,0.538006355,1,yes,no
Liolaemus_multicolor,Liolaemidae,,Viviparous,no,no,3721,8,143,yes,7.417090893,74.8,0.263966823,1,no,no
Liolaemus_multimaculatus,Liolaemidae,,Oviparous,no,no,13,14.4,874,no,0.321894094,59.8,0.489188197,0,no,no
Liolaemus_neuquensis,Liolaemidae,,Viviparous,no,no,1616,7.7,1070,yes,1.98150897,,0.141388687,1,yes,
Liolaemus_nigromaculatus,Liolaemidae,,Oviparous,no,no,199.5,16.4,36,no,4.745544672,62.5,0.138729932,1,no,no
Liolaemus_nigroviridis,Liolaemidae,,Viviparous,no,no,2381,7.5,492,yes,27.73651695,61.5,0.141860379,1,yes,no
Liolaemus_nitidus,Liolaemidae,,Oviparous,no,no,547,14.1,462,no,16.064991,83,0.14449914,1,no,yes
Liolaemus_occipitalis,Liolaemidae,,Oviparous,no,no,4.5,18.8,1484,no,0.755960315,53.2,0.171802548,0,no,no
Liolaemus_olongasta,Liolaemidae,,Oviparous,no,no,1051,16.4,123,yes,1.063895762,57.7,0.269586085,1,yes,no
Liolaemus_orientalis,Liolaemidae,,Viviparous,no,no,4571.5,4.5,151.5,yes,8.42302084,,0.130204875,1,yes,yes
Liolaemus_ornatus,Liolaemidae,,Viviparous,no,no,3453,9.9,206,yes,3.53772974,62.7,0.363593282,1,yes,no
Liolaemus_pachacutec,Liolaemidae,,Viviparous,,no,4110,6.4,740,yes,15.02660465,,0.178454857,1,yes,
Liolaemus_pagaburoi,Liolaemidae,,Viviparous,no,no,,,,,,51.2,0.146953613,1,,no
Liolaemus_paulinae,Liolaemidae,,Viviparous,no,no,2315,13,28,yes,2.763739824,40,0.312843236,1,yes,no
Liolaemus_petrophilus,Liolaemidae,,Viviparous,no,no,913.5,9.55,185,yes,3.345741272,80.9,0.176994288,1,yes,no
Liolaemus_pictus,Liolaemidae,,Viviparous,no,no,779.5,8.5,1632,yes,10.28292465,60,0.21364848,1,yes,no
Liolaemus_platei,Liolaemidae,,Oviparous,no,no,448,14.9,79,no,13.26750278,47.7,0.202055283,1,no,no
Liolaemus_pseudoanomalus,Liolaemidae,,Oviparous,no,no,997.5,16.3,121,yes,6.456065536,56.3,0.375968385,1,yes,no
Liolaemus_pseudolemniscatus,Liolaemidae,,Oviparous,no,no,557.5,14.55,157,no,16.75440741,45,0.131121481,1,no,no
Liolaemus_puelche,Liolaemidae,,,no,no,1461,10.3,286,yes,12.32888746,74,0.332568694,1,yes,
Liolaemus_puna,Liolaemidae,,Viviparous,no,no,4085,5.35,57,yes,9.446794033,45.2,0.41042246,1,yes,yes
Liolaemus_punmahuida,Liolaemidae,,Viviparous,no,no,,,,,,86.2,0.108544371,0,,no
Liolaemus_quilmes,Liolaemidae,,Oviparous,no,no,2152,14.6,212.5,yes,7.32712841,55.1,0.387017976,1,yes,no
Liolaemus_ramirezae,Liolaemidae,,Oviparous,no,no,2841,11.3,233,yes,9.542535782,51.7,0.351249839,1,yes,no
Liolaemus_riojanus,Liolaemidae,,Oviparous,no,no,562,18.4,226.5,no,0.216752246,50.9,0.499131394,1,no,no
Liolaemus_robertmertensi,Liolaemidae,,Oviparous,no,no,1026.5,18.2,237,yes,0.288414873,49.6,0.23513471,1,yes,no
Liolaemus_rothi,Liolaemidae,,Oviparous,no,no,1102,8.2,441,yes,5.772232056,86,0.241388311,1,yes,no
Liolaemus_ruibali,Liolaemidae,,Viviparous,no,no,2647.5,6.55,225,yes,8.644730568,56.8,0.278495256,1,yes,no
Liolaemus_sagei,Liolaemidae,,Oviparous,no,no,1087,9,324,yes,1.795869112,85,0.246401742,0,no,no
Liolaemus_salinicola,Liolaemidae,,Oviparous,no,no,,,,,,57.6,0.200573069,1,,no
Liolaemus_sarmientoi,Liolaemidae,,Viviparous,no,no,189.5,6.15,242.5,no,1.943999767,80.2,0.511380849,1,no,no
Liolaemus_saxatilis,Liolaemidae,,Oviparous,no,no,986.5,15.15,650,yes,5.677541852,55.1,0.405609767,1,yes,no
Liolaemus_scapularis,Liolaemidae,,Oviparous,no,no,1873,15.5,206,yes,1.193384051,54.5,0.199882042,1,yes,no
Liolaemus_schroederi,Liolaemidae,,Viviparous,no,no,451,12.3,866,no,15.77562332,59.9,0.41978399,1,no,no
Liolaemus_scolaroi,Liolaemidae,,Viviparous,no,no,872,5.4,399.5,yes,27.48206735,61.9,0.895224577,1,yes,no
Liolaemus_senguer,Liolaemidae,,,,no,583,9.2,175,no,0.534782887,,0.216162099,0,no,no
Liolaemus_silvanae,Liolaemidae,,Viviparous,no,no,1390,3.5,245,yes,2.154880702,72.7,0.300489448,1,yes,yes
Liolaemus_sitesi,Liolaemidae,,Oviparous,no,no,1653,9.3,167,yes,18.15585136,66.4,0.249064712,0,no,no
Liolaemus_somuncurae,Liolaemidae,,Viviparous,no,no,,,,,,73.7,0.25088174,1,,no
Liolaemus_stolzmanni,Liolaemidae,,Oviparous,no,no,997,16.5,6,yes,9.339221954,,0.34675699,1,yes,no
Liolaemus_tacnae,Liolaemidae,,,no,no,3587,9,176.5,yes,27.07017231,,0.1009437,1,yes,
Liolaemus_talampaya,Liolaemidae,,Viviparous,no,no,,,,,,74,0.385275517,1,,
Liolaemus_tari,Liolaemidae,,Viviparous,no,no,,,,,,84.3,0.671920954,1,,no
Liolaemus_tehuelche,Liolaemidae,,,,no,1283,9.1,343,yes,4.338353634,,0.385849004,1,yes,no
Liolaemus_telsen,Liolaemidae,,Oviparous,no,no,561,11.4,179,no,2.743571758,,0.356898293,1,no,no
Liolaemus_tenuis,Liolaemidae,,Oviparous,yes,no,583,12.3,824,no,11.18618011,53.4,0.080887904,1,no,no
Liolaemus_thermarum,Liolaemidae,,Viviparous,no,no,2822.5,4.05,724,yes,24.88616133,,0.327156142,1,yes,no
Liolaemus_torresi,Liolaemidae,,Viviparous,no,no,1182.5,16.1,3,yes,2.289178908,58.6,0.28881776,1,yes,no
Liolaemus_tregenzai,Liolaemidae,,Viviparous,no,no,1959,7.4,1001,yes,39.54822159,71.4,0.347798245,1,yes,yes
Liolaemus_tristis,Liolaemidae,,Viviparous,no,no,,,,,,72.9,1.00605044,1,,no
Liolaemus_tromen,Liolaemidae,,,no,no,1442,8.6,672,yes,10.18386078,,0.514740995,0,no,
Liolaemus_umbrifer,Liolaemidae,,Viviparous,no,no,3395,9.35,107.5,yes,4.219631433,,0.560454661,1,yes,no
Liolaemus_uptoni,Liolaemidae,,Viviparous,no,no,,,,,,75.7,0.229196978,1,,no
Liolaemus_uspallatensis,Liolaemidae,,Oviparous,no,no,2338,8.5,191,yes,5.338997841,60.8,0.187659729,1,yes,no
Liolaemus_vallecurensis,Liolaemidae,,Viviparous,no,no,,,,,,57.5,0.46100618,1,,no
Liolaemus_walkeri,Liolaemidae,,Viviparous,no,no,4002.5,5.6,734,yes,20.43252087,45,0.152628932,1,yes,no
Liolaemus_wari,Liolaemidae,,Viviparous,no,no,4072,6.8,854,yes,18.16490173,,0.237975446,1,yes,
Liolaemus_wiegmannii,Liolaemidae,,Oviparous,no,no,369,16.1,528,no,1.269825816,51.7,0.262235687,1,no,no
Liolaemus_xanthoviridis,Liolaemidae,,Viviparous,no,no,219,12.2,183,no,2.457992315,77.8,0.437917293,1,no,no
Liolaemus_yanalcu,Liolaemidae,,Oviparous,no,no,,,,,,48,0.341636874,1,,no
Liolaemus_zapallarensis,Liolaemidae,,Oviparous,no,no,35,15.1,130,no,8.908842564,86.4,0.161122995,1,no,no
Liolaemus_zullyae,Liolaemidae,,Viviparous,no,no,804.5,5.65,353,yes,7.481762648,65.3,0.930470026,1,yes,no
Phymaturus_antofagastensis,Liolaemidae,,Viviparous,no,no,3329,9.9,62,yes,5.625835419,88.9,0.640410464,1,yes,yes
Phymaturus_calcogaster,Liolaemidae,,Viviparous,no,no,662.5,10.8,177,yes,3.61790204,80,0.523896622,1,yes,yes
Phymaturus_ceii,Liolaemidae,,Viviparous,,no,1087,9.1,164,yes,2.599830389,88,1.021706972,1,yes,yes
Phymaturus_delheyi,Liolaemidae,,Viviparous,no,no,1804,8.6,337,yes,7.198315144,89.5,0.198829575,0,no,no
Phymaturus_etheridgei,Liolaemidae,,,no,no,1012,8.6,206,yes,2.765160084,,0.68990067,1,yes,
Phymaturus_extrilidus,Liolaemidae,,Viviparous,no,no,3149,4.6,167,yes,17.45286179,98.2,0.616136924,1,yes,yes
Phymaturus_felixi,Liolaemidae,,Viviparous,no,no,726,9.2,146,yes,8.015745163,,0.416053719,0,no,
Phymaturus_indistinctus,Liolaemidae,,Viviparous,no,no,586,9.35,151,no,3.586882591,,0.741334119,0,no,no
Phymaturus_laurenti,Liolaemidae,,Viviparous,no,no,3146,10,129,yes,28.54720116,86.1,0.833848008,1,yes,
Phymaturus_mallimaccii,Liolaemidae,,Viviparous,,no,3772,6.1,206,yes,23.49322891,95.3,0.861654576,1,yes,yes
Phymaturus_manuelae,Liolaemidae,,Viviparous,no,no,986,8.6,353.5,yes,10.40251732,93.2,0.525941954,1,yes,yes
Phymaturus_nevadoi,Liolaemidae,,Viviparous,no,no,1863,9.4,243,yes,2.741061926,,0.625607877,1,yes,yes
Phymaturus_palluma,Liolaemidae,,Viviparous,no,no,2596,6.4,303,yes,19.10703278,94.5,0.666581207,1,yes,yes
Phymaturus_patagonicus,Liolaemidae,,Viviparous,no,no,900,9.3,242,yes,1.023529649,93.1,0.338184193,1,yes,yes
Phymaturus_payuniae,Liolaemidae,,Viviparous,no,no,2123.5,7.65,275.5,yes,5.136033177,84.2,0.627420174,1,yes,yes
Phymaturus_punae,Liolaemidae,,Viviparous,no,no,3489,4.2,107,yes,10.40031147,93.1,0.590288612,1,yes,yes
Phymaturus_querque,Liolaemidae,,Viviparous,no,no,1321.5,9.1,311,yes,2.577755809,,0.171447071,0,no,
Phymaturus_roigorum,Liolaemidae,,Viviparous,no,no,2169.5,6.85,290,yes,9.517080069,96.5,0.41038797,1,yes,yes
Phymaturus_sitesi,Liolaemidae,,Viviparous,no,no,1047,11.8,140,yes,10.08976078,87.3,0.342278576,0,no,yes
Phymaturus_somuncurensis,Liolaemidae,,Viviparous,no,no,1048,9.3,191,yes,2.02349472,83.6,1.069823219,1,yes,yes
Phymaturus_spurcus,Liolaemidae,,Viviparous,no,no,1034,8.3,264,yes,8.674376488,,1.459131341,1,yes,yes
Phymaturus_tenebrosus,Liolaemidae,,Viviparous,no,no,1000,7.8,585,yes,10.22359467,98.3,0.390933718,1,yes,yes
Phymaturus_verdugo,Liolaemidae,,Viviparous,no,no,2084.5,7.1,583,yes,16.15655756,,0.668071411,1,yes,yes
Phymaturus_videlai,Liolaemidae,,Viviparous,no,no,750,8.6,137.5,yes,4.026869297,82.1,0.77461734,0,no,yes
Phymaturus_vociferator,Liolaemidae,,Viviparous,no,no,1485,7.2,1184,yes,22.18915367,75.6,0.118678301,1,yes,yes
Phymaturus_zapalensis,Liolaemidae,,Viviparous,no,no,1299,9.1,340,yes,6.042438507,87.6,0.167286871,0,no,no
Enyalioides_azulae,Hoplocercidae,,,no,no,,,,,,,0.100183002,1,,
Enyalioides_binzayedi,Hoplocercidae,,,,no,,,,,,,0.135654598,1,,
Enyalioides_cofanorum,Hoplocercidae,,Oviparous,no,no,238,25.4,2881,no,1.797713995,104,0.200225071,0,no,no
Enyalioides_heterolepis,Hoplocercidae,,Oviparous,no,no,256,24.5,2936,no,8.946852207,,0.055524837,1,no,no
Enyalioides_laticeps,Hoplocercidae,,Oviparous,no,no,247,25.3,3116,no,3.065663815,114.6,0.056031443,0,no,no
Enyalioides_microlepis,Hoplocercidae,,,no,no,567.5,23.35,2695,no,14.496912,,0.198711423,1,no,
Enyalioides_oshaughnessyi,Hoplocercidae,,,yes,no,400,24,2595,no,9.792405128,,0.046710053,1,no,
Enyalioides_palpebralis,Hoplocercidae,,Oviparous,no,no,257,25.4,2033,no,3.499513388,98.3,0.102212103,0,no,no
Enyalioides_praestabilis,Hoplocercidae,,,yes,no,1313,20.3,3456,yes,11.8988657,,0.119456959,1,yes,
Enyalioides_rubrigularis,Hoplocercidae,,,no,no,1335,20.8,2286,yes,22.51601124,,0.085877842,1,yes,
Enyalioides_rudolfarndti,Hoplocercidae,,,yes,no,,,,,,,0.137374256,1,,
Hoplocercus_spinosus,Hoplocercidae,,Oviparous,no,no,237.5,25.85,1783.5,no,2.578874588,,0.023565833,0,no,no
Morunasaurus_annularis,Hoplocercidae,,Oviparous,no,no,579,23.4,3786.5,no,6.1686306,105.7,0.084702522,1,no,
Chalarodon_madagascariensis,Opluridae,,Oviparous,no,yes,24.5,24.3,436,no,1.238263845,61.3,0.027958444,0,no,no
Oplurus_cuvieri,Opluridae,,Oviparous,no,yes,91,26,1401,no,3.065327883,129.1,0.039467356,0,no,no
Oplurus_cyclurus,Opluridae,,Oviparous,yes,yes,59,24.3,458,no,1.394760489,92,0.039467356,0,no,no
Oplurus_fierinensis,Opluridae,,Oviparous,no,yes,15,24.3,383,no,6.229614258,83.8,0.074073168,0,no,
Oplurus_grandidieri,Opluridae,,Oviparous,no,yes,949,19.75,1035,yes,10.96291828,93.2,0.074073168,0,no,
Oplurus_quadrimaculatus,Opluridae,,Oviparous,no,yes,888,21.4,793.5,yes,6.348970652,112.2,0.030064062,0,no,no
Oplurus_saxicola,Opluridae,,Oviparous,no,yes,198,23.8,680,no,2.708693981,91,0.044616287,0,no,
Anisolepis_grilli,Leiosauridae,,Oviparous,yes,no,729,17.8,1731,yes,4.530289173,82.8,0.087793883,0,no,
Anisolepis_longicauda,Leiosauridae,,,yes,no,300,21.5,1587,no,3.886940956,,0.095684256,0,no,
Diplolaemus_darwinii,Leiosauridae,,Oviparous,no,no,1180,7.6,474,yes,8.712873459,94.5,0.105413509,1,yes,no
Enyalius_bibronii,Leiosauridae,,Oviparous,no,no,500,23.3,1085,no,2.246638417,105.5,0.089780026,0,no,no
Enyalius_bilineatus,Leiosauridae,,Oviparous,no,no,770,20.2,1310,yes,14.32619286,77.7,0.053810459,0,no,no
Enyalius_boulengeri,Leiosauridae,,,no,no,707,20.65,1289.5,yes,13.0110755,112.8,0.055802698,0,no,no
Enyalius_brasiliensis,Leiosauridae,,Oviparous,no,no,555,21.4,1285,no,18.78982925,86.9,0.074870838,0,no,no
Enyalius_catenatus,Leiosauridae,,Oviparous,no,no,96,23.6,1322,no,5.084209919,92.9,0.09805868,0,no,no
Enyalius_erythroceneus,Leiosauridae,,,no,no,,,,,,,0.089780026,0,,
Enyalius_iheringii,Leiosauridae,,Oviparous,no,no,229,19,1577,no,14.29768562,106,0.055802698,0,no,no
Enyalius_leechii,Leiosauridae,,Oviparous,no,no,345,24.5,1935.5,no,1.911965728,105,0.040110907,0,no,no
Enyalius_perditus,Leiosauridae,,Oviparous,no,no,854.5,18.35,1518,yes,9.604102135,79.3,0.074870838,0,no,no
Enyalius_pictus,Leiosauridae,,,no,no,427,21.2,1121,no,8.334259272,111,0.09805868,0,no,
Leiosaurus_bellii,Leiosauridae,,Oviparous,no,no,571,12.1,225,no,1.580218554,65,0.083104336,1,no,no
Leiosaurus_catamarcensis,Leiosauridae,,Oviparous,no,no,1404,15.4,202,yes,8.478492975,93.5,0.110181807,1,yes,no
Leiosaurus_paronae,Leiosauridae,,Oviparous,no,no,512,16.9,571,no,0.964607,79,0.111394503,1,no,no
Pristidactylus_scapulatus,Leiosauridae,,Oviparous,no,no,2316.5,7,217,yes,10.01808071,90.8,0.07960688,1,yes,no
Pristidactylus_torquatus,Leiosauridae,,Oviparous,yes,no,1234,9.25,1067,yes,14.09005356,95,0.097180075,1,yes,no
Urostrophus_gallardoi,Leiosauridae,,Oviparous,yes,no,499,18.85,709.5,no,1.648565233,,0.035632484,1,no,no
Urostrophus_vautieri,Leiosauridae,,Oviparous,yes,no,823,18.2,1536,yes,11.54153442,76.4,0.045845179,0,no,
Polychrus_acutirostris,Polychrotidae,,Oviparous,yes,no,463.5,23.1,1407,no,3.291106105,116.3,0.034272858,0,no,no
Polychrus_femoralis,Polychrotidae,,Oviparous,yes,no,348,23.7,450,no,17.80353928,,0.057203341,1,no,
Polychrus_gutturosus,Polychrotidae,,Oviparous,yes,no,462.5,25,2928,no,11.0587182,147.5,0.041387453,1,no,no
Polychrus_marmoratus,Polychrotidae,,Oviparous,no,no,256.5,25.3,1783,no,3.785216331,121.9,0.058568587,0,no,no